# 1,1,10
5.000000,0.888889
10.000000,0.074074
15.000000,0.024691
20.000000,0.012346
25.000000,0.000000
30.000000,0.000000
35.000000,0.000000
40.000000,0.000000
45.000000,0.000000
50.000000,0.000000
# 1,2,10
5.000000,0.508475
10.000000,0.084746
15.000000,0.016949
20.000000,0.118644
25.000000,0.016949
30.000000,0.050847
35.000000,0.084746
40.000000,0.050847
45.000000,0.050847
50.000000,0.016949
# 1,3,10
5.000000,0.260870
10.000000,0.173913
15.000000,0.130435
20.000000,0.086957
25.000000,0.086957
30.000000,0.086957
35.000000,0.043478
40.000000,0.130435
45.000000,0.000000
50.000000,0.000000
# 2,1,10
5.000000,0.791045
10.000000,0.059701
15.000000,0.029851
20.000000,0.044776
25.000000,0.029851
30.000000,0.007463
35.000000,0.014925
40.000000,0.014925
45.000000,0.000000
50.000000,0.007463
# 2,2,10
5.000000,0.000000
10.000000,0.000000
15.000000,0.333333
20.000000,0.000000
25.000000,0.333333
30.000000,0.333333
35.000000,0.000000
40.000000,0.000000
45.000000,0.000000
50.000000,0.000000
# 2,3,10
5.000000,nan
10.000000,nan
15.000000,nan
20.000000,nan
25.000000,nan
30.000000,nan
35.000000,nan
40.000000,nan
45.000000,nan
50.000000,nan
# 3,1,10
5.000000,0.787402
10.000000,0.031496
15.000000,0.015748
20.000000,0.007874
25.000000,0.047244
30.000000,0.031496
35.000000,0.000000
40.000000,0.062992
45.000000,0.007874
50.000000,0.007874
# 3,2,10
5.000000,0.500000
10.000000,0.000000
15.000000,0.000000
20.000000,0.000000
25.000000,0.000000
30.000000,0.000000
35.000000,0.500000
40.000000,0.000000
45.000000,0.000000
50.000000,0.000000
# 3,3,10
5.000000,0.500000
10.000000,0.000000
15.000000,0.250000
20.000000,0.000000
25.000000,0.000000
30.000000,0.000000
35.000000,0.000000
40.000000,0.250000
45.000000,0.000000
50.000000,0.000000
# 4,1,10
5.000000,0.721429
10.000000,0.121429
15.000000,0.028571
20.000000,0.035714
25.000000,0.028571
30.000000,0.014286
35.000000,0.014286
40.000000,0.021429
45.000000,0.007143
50.000000,0.007143
# 4,3,10
5.000000,0.000000
10.000000,0.333333
15.000000,0.000000
20.000000,0.000000
25.000000,0.000000
30.000000,0.000000
35.000000,0.000000
40.000000,0.000000
45.000000,0.333333
50.000000,0.333333
# 5,1,10
5.000000,0.865546
10.000000,0.042017
15.000000,0.016807
20.000000,0.008403
25.000000,0.008403
30.000000,0.008403
35.000000,0.000000
40.000000,0.033613
45.000000,0.008403
50.000000,0.008403
# 5,2,10
5.000000,0.619048
10.000000,0.063492
15.000000,0.111111
20.000000,0.047619
25.000000,0.063492
30.000000,0.031746
35.000000,0.031746
40.000000,0.015873
45.000000,0.000000
50.000000,0.015873
# 5,3,10
5.000000,0.285714
10.000000,0.142857
15.000000,0.285714
20.000000,0.000000
25.000000,0.000000
30.000000,0.000000
35.000000,0.000000
40.000000,0.142857
45.000000,0.000000
50.000000,0.142857
